ID;P4Edad;RegiónID;LugarEntrevista;Pc1ViveSC;Pc2ViveOtrasPersonas;Pc3RespondióAntes;Pc4RespondióCuestMeses;P10TiempoCalleAños;P10TiempoCalleMeses;P10TiempoCalleDías;P11EdadInicioCalle;P12RazónCalle;P13DurmióAnoche;P14DurmióAnocheLugar;P15AccesoAgua;P15AccesoDucha;P15AccesoWc;P16VecesCalle;P17ASaludVisual;P17BSaludAuditivo;P17CSaludCaminar;P17DSaludRecordar;P17ESaludAseo;P17FSaludEntender;P17GSaludSociable;P17HSaludMotricidad;P17ISaludTrabajar;P17JSaludDormir;P17KSaludRespirar;P17LSaludCuidarOtros;P18EnfCrónica;P19EnfCrónicaTrat;P20AConsumoAlcohol;P20BConsumoMarihuana;P20CConsumoPastaBase;P20DConsumoOtras;P21ProtocoloRsh;P22Indígena;P23AsisteEducac;P24Curso;P25TipoEducación;P26Trabaja;P27Contrato;P28IngresoTrabajo;P29IngresoJubilac;FechaCreación;RSH
10104;.;Metropolitana;6;1;2;2;;6;0;0;0;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20210524;Tiene RSH
10105;.;Metropolitana;10;1;1;2;;;2;;;2;1;;1;3;2;;4;1;4;1;1;1;1;2;1;1;1;1;2;;2;2;2;2;;0;2;4;2;2;;300000;0;20200513;Tiene RSH
10106;.;Metropolitana;7;1;1;2;;3;0;0;51;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;2;0;2;3;1;2;;;0;20210712;Tiene RSH
10107;.;Metropolitana;10;1;1;1;2;;6;;23;1;1;;1;1;1;;4;1;1;1;1;1;2;1;1;1;1;1;1;1;2;2;2;2;1;0;2;4;2;2;;225333,3333;0;20181009;Tiene RSH
10108;.;Metropolitana;7;1;1;2;;4;;;;6;2;5;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
10109;.;Metropolitana;6;1;1;2;;10;10;28;20;1;2;4;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;2;0;2;2;2;1;1;380000;0;20211102;Tiene RSH
10110;.;Metropolitana;6;1;1;2;;5;;;13;1;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20170101;Tiene RSH
10111;.;Metropolitana;6;1;1;1;2;1;0;0;14;1;1;;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20211102;Tiene RSH
10112;.;Metropolitana;1;1;1;2;;10;;;;1;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;1;1;0;2;4;2;1;4;30000;;20170101;Tiene RSH
10113;.;Metropolitana;1;1;1;2;;;5;;;1;1;;;;;;1;3;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;1;1;;;;;;;;;20170101;Tiene RSH
10114;.;Metropolitana;4;1;1;2;;2;3;7;26;5;1;;1;1;1;5;2;1;3;3;1;1;1;1;3;1;2;1;1;1;2;2;2;2;2;0;2;8;1;1;1;350000;0;20211105;Tiene RSH
10115;.;Metropolitana;1;1;1;2;;1;;;;1;2;5;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;;;;;;;;;20170101;Tiene RSH
10116;.;Metropolitana;7;1;1;2;;4;0;0;26;5;1;;2;2;2;5;2;2;1;1;2;1;1;1;1;3;1;1;2;;1;1;1;2;1;;;;;;;;;20210906;Tiene RSH
10117;.;Metropolitana;7;1;1;1;2;5;0;0;20;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20211021;Tiene RSH
10118;.;Metropolitana;7;1;2;2;;2;0;0;65;2;1;;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20211122;Tiene RSH
10119;.;Metropolitana;6;1;2;2;;;9;;;1;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;;;;;;;;;;20200513;Tiene RSH
10120;.;Metropolitana;10;1;1;2;;2;;;14;1;1;;1;1;1;;4;1;4;3;2;3;2;1;1;4;2;1;2;;1;2;2;2;1;0;2;2;2;2;;266666,6667;0;20181023;Tiene RSH
10121;.;Metropolitana;7;1;1;2;;15;;;;1;2;5;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20170101;Tiene RSH
10122;.;Metropolitana;10;1;1;2;;;2;;22;1;1;;1;1;1;;1;1;1;2;1;1;1;1;1;1;1;1;2;;2;2;2;2;;0;2;1;2;2;;270000;0;20200513;Tiene RSH
10123;.;Metropolitana;5;1;1;2;;2;;;;2;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;0;2;2;3;2;;0;0;20180622;Tiene RSH
10124;.;Metropolitana;7;1;1;2;;0;2;0;11;1;1;;2;2;2;5;1;1;1;1;2;1;1;1;1;1;1;1;2;;2;2;1;2;2;4;2;1;2;2;;;177000;20211202;Tiene RSH
10125;.;Metropolitana;6;1;1;1;2;2;;;;1;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;0;2;3;2;1;4;80000;0;20180516;Tiene RSH
10126;.;Metropolitana;7;1;1;2;;2;;;;1;2;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
10127;.;Metropolitana;7;1;1;2;;0;2;0;41;2;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;2;0;2;2;4;2;;;0;20210712;Tiene RSH
10128;.;Metropolitana;6;1;1;2;;;;7;;1;1;;1;2;2;;1;1;1;2;1;1;1;2;3;1;1;1;2;;1;1;2;2;1;;;;;;;;;20170101;Tiene RSH
10129;.;Metropolitana;10;1;1;2;;;1;;35;1;1;;3;3;2;;3;1;1;2;1;1;2;2;1;1;2;1;1;1;2;2;2;2;1;0;2;1;2;1;4;278666,6667;0;20190110;Tiene RSH
10130;.;Metropolitana;6;1;1;2;;;5;;;2;1;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
10131;.;Metropolitana;10;1;1;1;2;;6;;;2;1;;3;3;2;;4;2;3;4;1;1;4;1;4;1;1;;2;;2;2;2;2;;0;2;4;2;2;;460000;0;20200513;Tiene RSH
10132;.;Metropolitana;7;1;2;2;;8;0;0;25;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20211116;Tiene RSH
10133;.;Metropolitana;10;1;1;1;2;4;;;20;5;1;;1;1;1;;2;3;2;4;1;3;1;2;1;4;4;4;2;;2;1;2;2;1;0;2;7;1;2;;72000;0;20180627;Tiene RSH
10134;.;Metropolitana;6;1;1;2;;;8;;;1;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
10135;.;Metropolitana;7;1;1;2;;4;0;0;50;5;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;;;;;;;;;20210930;Tiene RSH
10136;.;Metropolitana;6;1;1;2;;;2;;20;2;1;;;;;;1;1;1;1;2;2;2;2;2;2;2;1;2;;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
10137;.;Metropolitana;5;1;2;2;;10;0;0;68;1;1;;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20211119;Tiene RSH
10138;.;Metropolitana;1;1;1;2;;5;0;0;12;1;1;;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20211012;Tiene RSH
10139;.;Metropolitana;7;1;1;2;;15;0;0;0;1;1;;1;1;1;1;1;1;2;1;1;1;1;3;1;4;1;3;2;;2;2;2;2;1;;;;;;;;;20210507;Tiene RSH
10140;.;Metropolitana;10;1;1;2;;5;0;0;42;7;1;;2;2;2;5;3;1;1;1;1;1;3;1;1;1;3;3;2;;2;2;2;2;1;;;;;;;;;20210518;Tiene RSH
10141;.;Metropolitana;1;1;1;2;;1;;;;1;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;1;1;;;;;;;;;20170101;Tiene RSH
10142;.;Metropolitana;6;1;1;2;;6;0;0;15;1;1;;1;1;1;5;2;1;3;3;1;2;3;2;3;3;1;2;1;1;2;2;2;2;1;;;;;;;;;20211018;Tiene RSH
10143;.;Metropolitana;7;1;1;2;;2;0;0;45;1;1;;2;2;2;5;1;1;1;1;1;1;2;1;1;4;1;1;2;;1;2;1;2;1;;;;;;;;;20210824;Tiene RSH
10144;.;Metropolitana;10;1;1;1;2;;5;;;5;1;;1;1;1;;3;1;3;1;1;1;1;1;1;4;1;1;2;;2;2;2;2;;0;2;4;2;1;1;180000;0;20200513;Tiene RSH
10145;.;Metropolitana;7;1;1;2;;0;8;0;45;1;2;5;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;2;0;2;5;1;1;4;300000;0;20211115;Tiene RSH
10146;.;Metropolitana;7;1;1;2;;1;0;0;17;1;1;;2;2;2;5;3;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20211109;Tiene RSH
10147;.;Metropolitana;7;1;1;2;;3;0;0;45;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20210712;Tiene RSH
10148;.;Metropolitana;10;1;1;1;2;1;6;;;1;1;;1;1;1;;1;1;3;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;0;2;4;2;2;;166666,6667;0;20180928;Tiene RSH
10149;.;Metropolitana;10;1;2;2;;;2;;;1;1;;1;1;1;;2;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;;0;2;1;3;1;4;137500;0;20200513;Tiene RSH
10150;.;Metropolitana;1;1;1;2;;8;;;22;1;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;;;;;;;;;20170101;Tiene RSH
10151;.;Metropolitana;6;1;1;2;;2;0;0;57;1;1;;1;1;1;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20220118;Tiene RSH
10152;.;Metropolitana;7;1;2;2;;45;0;0;5;5;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20211105;Tiene RSH
10153;.;Metropolitana;10;1;1;2;;;6;;;2;1;;1;2;2;;2;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;1;0;2;4;2;2;;0;0;20180423;Tiene RSH
10154;.;Metropolitana;6;1;1;2;;1;;;20;1;1;;1;1;1;;2;2;;1;1;1;1;2;2;1;2;2;2;;2;2;2;2;1;0;2;4;2;2;;;0;20171122;Tiene RSH
10155;.;Metropolitana;7;1;1;2;;6;;;;5;1;;1;2;2;;1;1;1;1;1;1;1;1;1;3;1;1;2;;1;1;1;1;1;;;;;;;;;20170101;Tiene RSH
10156;.;Metropolitana;6;1;1;2;;4;0;0;41;1;1;;1;1;1;2;1;1;1;3;1;3;3;1;2;3;1;3;1;1;1;2;2;2;1;;;;;;;;;20211102;Tiene RSH
10157;.;Metropolitana;6;1;1;2;;5;;;;1;1;;3;3;2;;4;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20170101;Tiene RSH
10158;.;Metropolitana;1;1;1;2;;2;;;;1;1;;1;1;1;;1;1;1;2;1;2;1;1;1;1;2;1;2;;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
10159;.;Metropolitana;7;1;1;2;;6;0;0;55;1;1;;2;2;2;5;2;2;1;1;1;1;1;1;1;1;1;1;2;;2;1;1;2;2;0;2;7;1;1;4;100000;0;20211104;Tiene RSH
10160;.;Metropolitana;7;1;2;2;;23;0;0;0;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20210427;Tiene RSH
10161;.;Metropolitana;7;1;1;2;;1;;;30;1;1;;3;3;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;;1;2;1;2;1;;;;;;;;;20170101;Tiene RSH
10162;.;Metropolitana;6;1;1;2;;4;;;42;5;2;6;1;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20170101;Tiene RSH
10163;.;Metropolitana;7;1;1;2;;8;0;0;59;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20210712;Tiene RSH
10164;.;Metropolitana;7;1;1;2;;5;0;0;48;2;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20210930;Tiene RSH
10165;.;Metropolitana;1;1;2;2;;10;0;0;14;5;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;1;1;;;;;;;;;20211025;Tiene RSH
10166;.;Metropolitana;6;1;1;2;;17;0;0;54;1;1;;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20210712;Tiene RSH
10167;.;Metropolitana;6;1;1;2;;5;;;;1;1;;1;1;1;;2;1;1;1;1;1;1;1;3;3;1;2;1;1;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
10168;.;Metropolitana;10;1;1;2;;1;;;;1;1;;1;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;0;2;2;2;2;;6666,666667;0;20180118;Tiene RSH
10169;.;Metropolitana;7;1;1;2;;30;0;0;23;5;1;;1;2;2;5;1;1;1;1;1;1;1;1;1;2;1;1;2;;1;1;2;2;1;;;;;;;;;20211116;Tiene RSH
10170;.;Metropolitana;6;1;1;2;;33;0;0;25;2;1;;1;1;1;5;2;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;2;0;2;5;1;2;;;0;20211020;Tiene RSH
10171;.;Metropolitana;10;1;1;2;;4;;;;1;1;;1;3;2;;1;1;1;1;1;1;1;1;1;4;1;1;2;;2;2;2;2;;0;2;4;1;1;4;140000;0;20200513;Tiene RSH
10172;.;Metropolitana;10;1;1;2;;;;;56;2;1;;1;1;1;;1;1;2;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;;0;2;5;3;1;4;300000;0;20200513;Tiene RSH
10173;.;Metropolitana;1;1;1;2;;20;0;0;18;1;1;;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;;;;;;;;;20211123;Tiene RSH
10174;.;Metropolitana;7;1;1;2;;15;6;0;35;6;1;;2;2;2;5;5;5;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;1;1;;;;;;;;;20211108;Tiene RSH
10175;.;Metropolitana;7;1;1;2;;25;0;0;100;1;1;;2;2;2;5;3;3;3;4;1;1;1;2;1;5;5;1;2;;1;2;2;2;2;0;2;8;1;1;4;350000;0;20210609;Tiene RSH
10176;.;Metropolitana;7;1;2;2;;4;0;0;15;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;1;2;2;1;;;;;;;;;20210712;Tiene RSH
10177;.;Metropolitana;7;1;1;2;;6;0;0;0;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20210426;Tiene RSH
10178;.;Metropolitana;6;1;1;2;;;8;;;9;1;;1;1;1;;1;1;1;2;1;4;4;1;1;2;1;1;1;2;1;1;2;2;1;0;2;2;3;2;;;;20171114;Tiene RSH
10179;.;Metropolitana;7;1;1;2;;12;0;0;38;1;1;;2;2;2;5;3;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;1;2;0;2;2;2;2;;;0;20211112;Tiene RSH
10180;.;Metropolitana;4;1;1;2;;1;0;0;38;1;1;;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;1;2;0;2;3;4;2;;;0;20211116;Tiene RSH
10181;.;Metropolitana;6;1;1;2;;;6;;18;1;1;4;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
10182;.;Metropolitana;1;1;1;2;;;3;;52;1;1;;1;1;1;;4;1;2;4;1;1;2;1;1;3;1;1;1;1;2;2;2;2;1;0;2;1;2;1;4;50;0;20171122;Tiene RSH
10183;.;Metropolitana;6;1;1;2;;0;5;0;32;2;1;;1;1;1;5;3;1;1;1;1;2;2;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20211116;Tiene RSH
10184;.;Metropolitana;7;1;1;2;;8;0;0;27;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;;;;;;;;;20211214;Tiene RSH
10185;.;Metropolitana;6;1;1;2;;1;0;0;40;2;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;;;;;;;;;20211102;Tiene RSH
10186;.;Metropolitana;2;1;1;2;;16;0;0;43;5;1;;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20220112;Tiene RSH
10187;.;Metropolitana;6;1;1;2;;0;2;0;18;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20210730;Tiene RSH
10188;.;Metropolitana;6;1;1;2;;10;0;0;55;1;1;;1;1;1;5;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;0;2;4;1;2;;;0;20211117;Tiene RSH
10189;.;Metropolitana;7;1;1;2;;28;0;0;27;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20210713;Tiene RSH
10190;.;Metropolitana;7;1;1;2;;4;0;0;20;7;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;0;1;;;2;;;0;20211027;Tiene RSH
10191;.;Metropolitana;10;1;1;2;;6;2;5;40;1;1;;2;2;2;5;2;1;1;2;4;2;3;1;4;2;1;3;1;2;2;2;2;2;1;;;;;;;;;20220324;Tiene RSH
10192;.;Metropolitana;7;1;1;2;;5;0;0;0;1;1;;2;2;2;5;1;4;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20210623;Tiene RSH
10193;.;Metropolitana;7;1;1;2;;10;0;0;38;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;;;;;;;;;20210712;Tiene RSH
10194;.;Metropolitana;1;1;1;2;;5;7;21;46;1;1;;1;1;1;5;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;2;2;2;1;;;;;;;;;20211028;Tiene RSH
10195;.;Metropolitana;7;1;1;2;;5;0;0;25;5;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;1;1;;;;;;;;;20210719;Tiene RSH
10196;.;Metropolitana;7;1;1;2;;;;;15;4;2;5;;;;;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
10197;.;Metropolitana;7;1;1;2;;5;0;0;60;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20211027;Tiene RSH
10198;.;Metropolitana;1;1;1;2;;;9;;;8;1;;1;1;1;;1;1;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;2;2;0;2;8;1;2;;;;20170101;Tiene RSH
10199;.;Metropolitana;7;1;2;2;;3;0;0;0;1;1;;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;1;1;;;;;;;;;20210903;Tiene RSH
10200;.;Metropolitana;7;1;1;2;;3;0;0;60;1;1;;2;2;2;5;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20211117;Tiene RSH
10201;.;Metropolitana;7;1;1;2;;1;;;;1;2;5;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
10202;.;Metropolitana;10;1;1;2;;30;;;;5;1;;3;3;2;;4;1;2;1;3;3;1;3;1;4;1;1;1;2;2;2;2;2;1;0;2;6;1;1;1;0;0;20190325;Tiene RSH
10203;.;Metropolitana;7;1;2;2;;10;0;0;12;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;2;0;2;2;1;2;;;0;20211105;Tiene RSH
10204;.;Metropolitana;5;1;1;2;;20;0;0;8;1;1;;1;2;1;5;3;1;3;3;1;1;1;1;2;3;2;3;1;1;1;2;2;2;2;0;2;1;1;2;;;0;20211116;Tiene RSH
10205;.;Metropolitana;6;1;1;2;;3;;;;5;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
10206;.;Metropolitana;6;1;1;2;;23;0;0;17;1;1;;1;1;1;2;1;1;4;4;2;3;1;1;3;2;1;3;1;1;2;2;2;1;2;0;2;5;1;2;;;162000;20211102;Tiene RSH
10207;.;Metropolitana;7;1;2;2;;9;0;0;13;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;1;1;1;1;;;;;;;;;20210712;Tiene RSH
10208;.;Metropolitana;10;1;1;1;2;;3;;;1;1;;1;2;2;;1;1;1;2;1;1;1;1;1;4;1;1;2;;2;2;2;2;;0;2;3;2;2;;295833,3333;0;20200513;Tiene RSH
10209;.;Metropolitana;1;1;1;2;;2;;;22;5;1;;1;2;1;;1;1;1;1;1;1;1;1;1;2;1;1;2;;1;1;2;1;1;;;;;;;;;20170101;Tiene RSH
10210;.;Metropolitana;7;1;2;2;;8;0;0;44;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;0;2;1;1;2;;;0;20211125;Tiene RSH
10211;.;Metropolitana;7;1;1;2;;;1;;14;1;1;;;;;;3;3;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;1;1;;;;;;;;;20170101;Tiene RSH
10212;.;Metropolitana;7;1;1;2;;20;0;0;15;2;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;;;;;;;;;20211028;Tiene RSH
10213;.;Metropolitana;5;1;1;2;;10;0;0;15;1;1;;1;1;1;5;1;1;2;2;1;1;1;1;1;1;1;1;2;;2;2;2;2;2;0;2;8;1;1;1;400000;0;20211022;Tiene RSH
10214;.;Metropolitana;10;1;1;1;2;;6;;29;5;1;;1;1;1;;1;2;1;4;1;2;4;1;4;4;3;2;1;2;2;1;2;2;1;0;2;4;2;2;;45833,33333;0;20190128;Tiene RSH
10215;.;Metropolitana;7;1;1;2;;7;0;0;39;2;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20210712;Tiene RSH
10216;.;Metropolitana;10;1;1;1;2;;4;;;5;1;;1;3;1;;1;1;1;1;1;1;1;1;2;2;1;1;2;;2;2;2;2;1;0;2;4;2;1;4;27500;0;20180727;Tiene RSH
10217;.;Metropolitana;7;1;1;2;;11;0;0;0;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20210713;Tiene RSH
10218;.;Metropolitana;7;1;1;2;;40;0;0;10;1;1;;2;2;2;5;3;2;4;3;4;2;3;3;4;1;2;4;2;;2;1;1;2;1;;;;;;;;;20211013;Tiene RSH
10219;.;Metropolitana;10;1;1;2;;;3;;15;2;1;;1;2;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;1;;0;2;3;2;2;;100000;0;20200513;Tiene RSH
10220;.;Metropolitana;6;1;1;2;;0;2;0;15;1;1;;1;1;1;5;1;1;1;2;1;3;1;1;3;2;1;3;1;1;2;2;2;2;1;;;;;;;;;20210730;Tiene RSH
10221;.;Metropolitana;5;1;1;2;;6;;;;2;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
10222;.;Metropolitana;6;1;1;2;;16;;;21;1;1;;1;1;1;;1;3;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
10223;.;Metropolitana;7;1;1;2;;2;0;0;27;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;1;1;;;;;;;;;20210712;Tiene RSH
10224;.;Metropolitana;7;1;1;2;;0;6;0;28;5;1;;2;2;2;5;1;2;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;2;0;2;1;2;1;4;100000;0;20220113;Tiene RSH
10225;.;Metropolitana;1;1;1;2;;22;;;;5;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;2;2;;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
10226;.;Metropolitana;7;1;1;2;;;5;;;1;2;5;;;;;1;1;1;1;1;1;2;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
10227;.;Metropolitana;7;1;1;2;;1;3;;34;1;1;;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;1;2;2;1;;;;;;;;;20170101;Tiene RSH
10228;.;Metropolitana;10;1;1;2;;10;;;;2;1;;1;1;1;;1;1;1;3;1;2;5;1;4;4;1;1;1;1;1;2;1;1;;0;2;4;2;2;;0;0;20200513;Tiene RSH
10229;.;Metropolitana;2;1;1;2;;4;;;35;1;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
10230;.;Metropolitana;10;1;1;2;;21;;;;1;1;;3;3;2;;1;1;1;1;2;1;1;1;1;1;3;1;1;2;2;2;1;2;1;0;2;3;1;2;;;0;20171212;Tiene RSH
10231;.;Metropolitana;7;1;1;2;;7;0;0;48;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;2;0;2;4;2;2;;;0;20210712;Tiene RSH
10232;.;Metropolitana;7;1;1;2;;28;0;0;7;1;1;;2;2;2;5;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;0;2;2;1;2;;;0;20211109;Tiene RSH
10233;.;Metropolitana;7;1;1;2;;25;0;0;7;7;1;;2;2;2;5;1;1;1;1;1;2;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20211213;Tiene RSH
10234;.;Metropolitana;7;1;1;2;;12;0;0;19;5;1;;2;2;2;5;1;1;1;3;1;1;1;1;1;4;3;1;2;;1;1;1;1;1;;;;;;;;;20211207;Tiene RSH
10235;.;Metropolitana;7;1;1;2;;10;0;0;14;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;1;2;2;1;;;;;;;;;20210712;Tiene RSH
10236;.;Metropolitana;7;1;1;2;;21;0;0;11;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20210719;Tiene RSH
10237;.;Metropolitana;4;1;1;2;;1;8;0;40;5;1;;1;1;1;5;3;1;1;2;1;1;2;1;1;2;1;1;2;;2;2;2;2;2;0;2;4;2;1;1;320000;0;20211102;Tiene RSH
